id,NTT-6N,NTC4,NTC5,NTC6,NTT4,NTT5,NTT6,MTT1,MTT2,MTT3,NTTR1,NTTR2,NTTR3,circ_ligase
MIR-673-3P,63555,11612,11029,9918,60109,60726,73644,38591,50354,56148,4352,39903,28080,3973.0
MIR-673-3P-rno,28832,5285,5422,5462,22691,22856,26377,15883,21977,27517,3998,20510,20882,12054.0
MIR-673-5P-mmu,17610,14795,13569,15492,17205,17665,20447,12618,17498,17775,7157,6340,6029,1544.0
MIR-673-5P-rno,6370,4617,4057,4109,5080,5405,6306,3848,4844,5059,3091,1891,1538,1416.0
MIR-674,2663,1480,1160,1297,897,1143,1149,671,1046,1354,1027,1718,1669,13967.0
MIR-674-star,1716,622,473,496,591,592,948,443,508,1513,557,1144,1819,8656.0
MIR-675,86051,27192,20517,21146,29354,29778,42014,23066,29028,31271,6311,14181,5179,18310.0
MIR-675-3P,5035,2804,2521,2822,4542,4771,4632,4865,7061,7329,16335,25097,25670,21573.0
MIR-675-5P,3368,761,610,682,930,885,1372,1292,1876,2000,2190,8105,4350,19070.0
MIR-676,4080,708,590,651,1008,1098,1337,1008,1667,2022,1489,14407,12746,2062.0
MIR-676-star,6436,1058,724,873,3741,3823,4627,2566,3476,4725,1303,3284,3915,7026.0
MIR-677,7749,11444,9529,10587,14887,14780,13727,8647,12376,11662,4577,7429,10581,2339.0
MIR-678,48520,28337,26051,31530,29532,32550,36335,22432,32668,33527,4363,17222,16759,16467.0
MIR-679,23747,11989,9825,12364,9387,10446,12547,14774,20483,23511,18149,103005,55965,9783.0
MIR-680,23607,8142,6560,6790,10807,10951,14586,8924,12238,13126,1384,4749,2891,7333.0
MIR-681,331,499,370,393,605,516,625,490,475,615,1725,1551,932,23557.0
MIR-682,59649,37061,31106,27846,51312,49671,62106,32774,43363,49481,6219,15961,7747,12987.0
MIR-683,11056,2818,2242,2288,10773,10357,11090,6224,8620,8812,10350,7893,7843,17342.0
MIR-684,18734,7006,4156,4495,7633,7527,9256,4508,5533,6250,4472,11968,7604,4064.0
MIR-685,1650,543,512,578,1886,1958,2560,1295,2000,2408,822,1498,2082,8520.0
MIR-686,1438,1090,857,1293,1334,1443,1170,836,1172,1079,469,1058,1353,22533.0
MIR-687,21662,16106,12243,13096,16628,17022,22408,11152,14067,16249,5320,15683,12126,22406.0
MIR-688,53360,3639,2926,2348,13416,12166,18561,8830,10914,14380,6653,25470,8128,9690.0
MIR-689,1649,103,89,115,591,705,884,557,829,638,433,1395,303,1131.0
MIR-690,1303,1285,1046,938,1162,1471,1548,609,887,1235,219,566,817,25961.0
MIR-691,667,798,543,929,594,799,811,412,669,761,257,538,1208,4913.0
MIR-692,2805,773,658,655,2936,3314,3124,1604,2236,2795,3128,2576,3097,8296.0
MIR-693-3P,2093,1480,1353,1380,891,912,1091,807,812,983,1058,1181,1130,1357.0
MIR-693-5P,18942,2067,1568,1354,8622,7450,9305,5176,6775,11435,4202,12556,14121,7207.0
MIR-694,69379,34477,24852,23580,51763,49264,63229,31824,42280,48150,4745,16200,12077,9442.0
MIR-695,35803,15844,11753,14219,12093,12895,17611,10959,14514,17886,4864,22936,23761,22480.0
MIR-696,138009,47074,38064,37793,62362,61394,75012,60176,74757,81039,16940,37791,23773,5504.0
MIR-697,1137,1340,855,1289,1304,1215,1546,683,1308,1380,267,699,987,49394.0
MIR-698,1290,886,680,615,1432,1381,1612,858,1216,1477,6607,6178,6514,6672.0
MIR-699,16835,7383,6372,6501,8711,8761,10597,6678,8834,10121,2649,3831,2309,6772.0
MIR-7,17464,9480,6116,7150,9273,10308,14288,10379,12215,13728,19494,81081,44394,5158.0
MIR-7-star,604,838,658,597,624,581,747,358,565,642,1241,592,3410,23419.0
MIR-700,4072,800,852,921,3492,3658,4502,2497,3621,3847,1669,2710,5610,19614.0
MIR-701,8746,9858,8119,8760,14164,14114,15774,8361,13045,13025,17097,6688,18234,54078.0
MIR-702,69753,6978,5671,5002,35764,34842,43336,22935,29669,32208,15,43629,59,19459.0
MIR-703,53,77,29,95,60,72,96,35,52,19,25914,32,34594,10108.0
MIR-704,192975,53960,52712,55367,70450,63339,65852,53072,73440,78273,38,58432,203,6445.0
MIR-705,878,257,248,263,379,401,517,349,331,348,734,395,1368,5004.0
MIR-706,2864,1766,1225,1237,1225,1177,1761,941,1049,1727,3613,2011,6452,5887.0
MIR-707,19665,13734,12084,11570,22784,23585,25655,16053,22345,27199,531,5074,2190,48394.0
MIR-708,9782,4465,3712,4289,5672,6453,8128,4921,6541,8845,670,2048,1610,11245.0
MIR-708-star,2538,910,727,1069,1013,1258,1167,834,1179,1960,675,756,7647,4802.0
MIR-709,17211,3968,3263,3626,3695,4107,6184,3308,4683,4684,8508,10274,10107,45507.0
MIR-710,30539,28366,25416,29935,32173,34854,38605,22237,31959,32277,12062,10003,36517,10346.0
MIR-711,403754,128055,105219,108057,133695,142304,208281,107075,146731,167108,2266,80216,4436,3410.0
MIR-712,3609,729,597,792,2350,2806,3222,1855,2685,3036,3997,3131,3540,11111.0
MIR-712-star,20885,6237,4902,5011,7049,7190,9168,5123,6518,6639,1721,4513,9942,56485.0
MIR-713,14099,1057,906,1098,5296,5701,7483,4269,6426,8313,5770,11624,5442,4168.0
MIR-714,25427,1742,1190,1359,6606,6540,9462,4935,6758,6777,10331,14968,2454,67777.0
MIR-715,12923,9552,7209,7951,13459,12040,14301,7966,10546,10509,5545,3602,3064,5386.0
MIR-717,496,718,477,483,421,527,658,818,1076,1275,5906,2842,1312,1121.0
MIR-718,5947,4976,4406,4443,6115,5741,6429,3958,4792,4355,4301,1821,1845,196.0
MIR-719,434,544,253,436,374,299,365,519,830,861,248,1678,795,8348.0
MIR-720,797,583,470,533,908,989,904,564,951,1033,28,664,102,33321.0
MIR-721,119,94,70,76,24,73,107,58,91,100,7191,72,41660,1848.0
MIR-741-3P,154256,53287,42982,47353,56950,58630,79932,39732,49933,57655,3470,98104,19671,6464.0
MIR-741-3P-rno,75087,24559,17017,19711,23862,23258,34502,16715,21809,26244,956,46406,1445,7619.0
MIR-742-mmu,4404,2332,1914,2202,1597,1683,2239,1076,1627,1725,2264,2571,1529,24051.0
MIR-742-rno,6517,3926,3084,3520,2857,3099,3885,1642,2424,2399,586,4077,1950,7829.0
MIR-742-star,2345,2936,2127,2127,3218,3074,3782,1813,2471,2898,714,1776,3963,3653.0
MIR-743A-mmu,9066,4442,3393,4188,2947,3442,4809,2538,3128,4478,622,6148,3172,20859.0
MIR-743A-rno,7944,4648,3623,4382,2545,2809,4293,2297,3101,4079,1408,5557,6691,37442.0
MIR-743B-3P-mmu,18223,8389,5943,7151,5295,5785,8688,4371,5912,6704,714,10689,3933,30887.0
MIR-743B-3P-rno,9902,4642,3491,3976,3213,3147,4803,2531,3551,4260,5469,6215,19425,21658.0
MIR-743B-5P,47611,18514,15936,17153,15027,14775,17027,13439,18795,21973,1334,25591,3845,11692.0
MIR-744,12372,4515,3842,3730,5286,5844,8014,3869,5604,6023,2419,6104,10161,7688.0
MIR-758,8655,3148,2582,2483,12881,13696,13889,8700,12711,14194,11705,7612,11844,2468.0
MIR-759,23836,4978,4057,4260,14674,14481,18590,9641,12553,14676,592,18074,1959,5841.0
MIR-760-3P,6840,2361,1931,2102,2550,2723,3857,2034,2852,3228,1778,3471,6844,4369.0
MIR-761,17681,16646,14301,14354,16041,17108,22250,10055,12663,12533,2531,12505,16955,28811.0
MIR-762,52920,3161,2808,2908,10602,11453,15997,8874,13396,13944,657,19742,1297,9045.0
MIR-763,1923,468,401,552,2028,2239,2378,1275,1764,1905,2259,1592,2203,16709.0
MIR-764-3P,3212,1497,1207,1232,1761,1492,2458,1310,2441,2346,19728,3636,24036,52463.0
MIR-764-5P,10979,5743,4328,4596,5544,5047,6189,4995,6600,6968,4204,41135,8588,53070.0
MIR-765,69091,24022,19116,22038,20785,22471,34283,19038,26134,24427,744,19065,3573,13081.0
MIR-766,4276,880,780,699,3490,3517,4339,2310,3510,4761,17276,2049,33520,16597.0
MIR-767-3P,8138,11986,8718,7803,12466,12312,15279,14799,18132,21118,12657,37676,13661,21551.0
MIR-767-5P,156498,86869,72761,67938,110590,109639,136535,70769,85393,85132,4644,36644,25705,5044.0
MIR-768-3P,16803,6644,6256,6630,15519,17871,21163,12676,17675,24313,10171,15604,43519,3348.0
MIR-768-5P,14244,11402,8960,12637,7029,7241,9985,12889,18019,16552,91688,62202,11360,4636.0
MIR-769-3P,3782,7254,4780,4497,5062,5589,6058,7970,9931,9196,9895,14914,12377,16035.0
MIR-769-5P,6175,4203,3268,2898,4963,5167,6433,4707,5854,5997,22880,28575,22692,6600.0
MIR-770-3P,237141,62135,52943,59002,60345,60457,82866,45519,64840,64390,8487,49734,9363,10692.0
MIR-770-3P-hsa,100245,31514,27447,30706,33648,35260,42985,26760,34449,33398,861,20437,2429,3680.0
MIR-770-5P,12741,4783,4107,4648,4542,4632,7176,4144,5368,7074,375,2908,3415,9331.0
MIR-770-5P-hsa,3869,2021,1664,2105,1596,1676,2703,1142,1993,2730,18092,2347,54595,11345.0
MIR-7B,22533,13300,8323,9451,12715,13107,19329,14647,16704,19131,360,94713,537,5317.0
MIR-801,49199,9605,9214,11216,23488,23872,28439,18891,25549,25508,8679,42830,31556,9250.0
MIR-801-mmu,48148,10172,9678,11585,18753,20355,26720,17468,24859,26149,5701,40700,35032,17793.0
MIR-802,893,1200,988,743,1191,1059,1293,987,1458,1646,4689,3825,3557,892.0
MIR-804,54838,22768,19494,19702,28912,28595,30986,17900,23562,24007,13746,34120,20050,4071.0
MIR-805,24301,9349,6878,8141,8879,9991,13683,7422,10743,11741,1965,7296,4462,29173.0
MIR-871-mmu,6217,6462,5476,6165,7023,7363,7435,4995,6874,8639,1426,2273,2745,1006.0
MIR-871-rno,3856,4926,4333,4779,5188,5377,5544,3494,5546,5511,775,2996,5982,2876.0
MIR-872,12048,5878,4903,5305,9471,9326,10773,6430,9522,10526,623,2409,3263,2491.0
MIR-873,946,745,862,998,1034,1070,1208,875,1258,1256,2032,5668,4447,3041.0
MIR-874,9212,4196,3719,3371,5137,5022,6133,3263,4799,5136,2466,4631,4004,48846.0
MIR-875-3P-hsa,8921,6556,5511,6141,7100,7807,8522,5252,7787,8560,2758,2330,2359,22592.0
MIR-875-3P-mmu,3818,2697,1944,2457,2745,3311,3722,1987,3208,3897,691,1134,778,21530.0
MIR-875-3P-rno,4406,2529,2140,2595,3581,3104,4699,2464,3798,4932,519,1021,1263,25567.0
MIR-875-5P,3053,3806,3462,4222,5797,6004,6096,3982,5455,6118,622,1440,1424,2706.0
MIR-876-3P-hsa,64277,30784,23909,24802,28319,29375,39851,20308,25452,28592,5052,34699,18940,1725.0
MIR-876-3P-mmu,15506,12147,8762,9319,13714,14354,19326,9097,11852,14060,1562,12013,8572,1435.0
MIR-876-3P-rno,166235,69358,50692,48917,69858,68906,92820,44528,52666,58996,9118,79302,34035,2369.0
MIR-876-5P-hsa,19045,8969,8343,9087,11169,12104,15263,9041,12107,13939,1352,15308,8823,4783.0
MIR-876-5P-mmu,8238,3451,2930,2817,2904,3506,4207,2426,3058,3660,2112,6741,3466,4012.0
MIR-876-5P-rno,22133,8590,8424,8429,11369,11938,15175,8911,11873,13483,1862,16810,9583,4336.0
MIR-877,20393,10760,8284,10313,11450,12539,17019,9272,14444,13256,1917,6082,5191,7160.0
MIR-878-3P-mmu,13685,9066,7208,7587,8429,8603,11866,5405,7848,9566,2758,9055,7200,64357.0
